age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
29,admin.,married,university.degree,unknown,yes,yes,telephone,jul,thu,82,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
20,services,single,high.school,no,no,no,telephone,jul,tue,97,15,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
48,self-employed,married,high.school,unknown,yes,yes,cellular,jul,mon,88,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
51,admin.,married,university.degree,no,yes,no,cellular,aug,fri,51,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
23,management,single,university.degree,no,no,no,cellular,jul,thu,795,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
54,services,married,basic.9y,unknown,yes,no,cellular,jul,thu,58,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
32,admin.,single,high.school,no,yes,no,cellular,jul,fri,212,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
43,management,married,university.degree,unknown,yes,yes,cellular,jul,mon,746,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50,services,single,high.school,no,yes,no,cellular,jul,wed,99,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
58,retired,divorced,professional.course,no,no,no,cellular,jul,tue,60,24,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
26,services,single,high.school,no,yes,no,cellular,jul,mon,256,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
31,blue-collar,married,basic.9y,no,yes,no,telephone,jul,thu,364,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
31,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,thu,551,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
30,admin.,married,university.degree,no,no,no,cellular,jul,fri,128,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
30,admin.,single,university.degree,no,no,no,cellular,aug,thu,1336,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
38,management,single,university.degree,no,no,no,telephone,jul,wed,284,8,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
41,technician,married,professional.course,no,yes,no,cellular,aug,thu,306,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
49,services,married,high.school,no,yes,no,cellular,aug,tue,158,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
44,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,839,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
28,technician,single,university.degree,no,no,no,cellular,jul,fri,453,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
34,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,191,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
50,retired,divorced,basic.4y,unknown,yes,no,cellular,jul,thu,108,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
41,technician,divorced,university.degree,no,yes,yes,cellular,aug,fri,89,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
40,technician,married,professional.course,no,no,no,cellular,aug,tue,451,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
34,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,487,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
31,technician,married,university.degree,no,yes,no,cellular,aug,wed,376,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
58,retired,married,professional.course,no,yes,no,cellular,aug,wed,406,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
32,blue-collar,married,basic.6y,no,no,no,cellular,jul,tue,59,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
49,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,342,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
36,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,thu,187,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
54,retired,divorced,university.degree,no,yes,no,cellular,jul,tue,152,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
38,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,240,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
47,services,single,high.school,no,no,no,cellular,jul,tue,293,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
38,blue-collar,divorced,basic.9y,no,unknown,unknown,cellular,jul,fri,1120,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
35,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,tue,658,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
35,technician,married,professional.course,no,no,yes,cellular,jul,thu,15,23,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,79,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
35,technician,married,professional.course,no,no,yes,cellular,jul,thu,207,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
32,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,thu,334,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
40,technician,married,professional.course,no,yes,no,cellular,aug,mon,505,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
32,admin.,married,university.degree,no,no,no,cellular,jul,thu,45,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
37,admin.,married,university.degree,no,yes,no,cellular,jul,tue,46,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
33,admin.,married,university.degree,no,unknown,unknown,cellular,aug,fri,74,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
25,admin.,single,high.school,no,no,no,cellular,jul,tue,313,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
56,admin.,married,university.degree,unknown,yes,yes,cellular,aug,wed,287,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
48,technician,divorced,professional.course,no,yes,yes,cellular,jul,wed,232,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
25,services,married,high.school,no,yes,no,cellular,jul,fri,164,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
46,blue-collar,married,basic.4y,no,yes,no,cellular,jul,fri,342,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
36,admin.,divorced,university.degree,unknown,no,no,telephone,jul,thu,39,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
41,services,married,high.school,unknown,no,yes,telephone,jul,mon,187,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
29,admin.,single,university.degree,no,yes,no,telephone,jul,mon,310,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
31,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,fri,65,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
29,admin.,married,university.degree,no,yes,yes,cellular,jul,thu,166,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
43,housemaid,married,basic.4y,no,no,no,telephone,jul,tue,81,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
38,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,mon,72,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
36,admin.,married,university.degree,no,unknown,unknown,cellular,aug,fri,114,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
51,management,married,basic.9y,no,no,no,cellular,jul,wed,71,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
37,admin.,single,high.school,no,no,no,cellular,jul,tue,333,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
51,admin.,married,basic.9y,unknown,yes,no,cellular,jul,wed,228,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
59,retired,divorced,unknown,no,no,no,cellular,jul,wed,413,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
48,self-employed,divorced,professional.course,no,no,no,telephone,jul,fri,657,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
34,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,fri,913,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
26,services,single,basic.9y,no,yes,no,cellular,jul,wed,294,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
50,unknown,married,unknown,unknown,no,no,cellular,jul,mon,53,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
40,unemployed,divorced,university.degree,no,yes,no,cellular,jul,wed,1373,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
31,technician,single,high.school,no,yes,no,cellular,aug,wed,113,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
39,services,married,unknown,unknown,no,no,cellular,jul,wed,146,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
26,admin.,single,university.degree,no,yes,no,cellular,jul,fri,174,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
24,admin.,single,high.school,no,yes,yes,cellular,jul,wed,100,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
27,admin.,single,high.school,unknown,yes,no,cellular,jul,thu,97,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
34,technician,married,university.degree,no,no,no,cellular,jul,thu,85,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
27,student,single,high.school,unknown,yes,no,cellular,jul,mon,54,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
38,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,fri,188,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
26,blue-collar,single,basic.4y,no,no,no,cellular,jul,wed,53,17,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
56,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,119,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
43,admin.,married,high.school,no,no,no,cellular,jul,mon,999,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
49,housemaid,married,professional.course,no,yes,no,telephone,jul,thu,645,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
31,admin.,single,university.degree,no,yes,no,cellular,jul,tue,89,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
59,retired,married,basic.9y,no,no,no,cellular,jul,mon,551,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
31,technician,single,professional.course,no,no,no,cellular,aug,fri,193,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
40,blue-collar,single,professional.course,no,yes,no,cellular,jul,thu,498,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
31,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,715,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
27,admin.,married,university.degree,no,no,no,cellular,jul,wed,607,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
33,admin.,married,university.degree,no,yes,no,cellular,aug,thu,118,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
36,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,wed,297,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
27,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,808,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
39,blue-collar,single,high.school,no,yes,yes,cellular,jul,mon,276,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
56,unknown,married,basic.4y,no,yes,no,cellular,aug,mon,106,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39,technician,single,university.degree,no,no,no,cellular,aug,wed,50,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
29,technician,married,university.degree,no,no,no,cellular,jul,thu,652,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
39,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,71,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
27,admin.,married,high.school,no,yes,no,cellular,jul,mon,290,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46,services,married,high.school,no,yes,no,cellular,jul,wed,194,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
55,blue-collar,divorced,basic.9y,no,yes,yes,cellular,jul,tue,80,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
31,blue-collar,divorced,basic.6y,no,yes,no,cellular,jul,mon,85,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
34,entrepreneur,married,unknown,no,yes,yes,cellular,aug,wed,684,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
30,admin.,single,university.degree,no,yes,no,cellular,aug,wed,72,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
54,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,781,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
50,admin.,divorced,high.school,unknown,no,yes,cellular,aug,wed,359,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
49,technician,single,university.degree,unknown,no,no,telephone,jul,mon,97,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
51,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,132,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
30,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,400,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
37,admin.,married,university.degree,no,yes,no,cellular,jul,tue,125,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
60,retired,married,professional.course,no,yes,no,cellular,aug,thu,448,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
24,services,single,basic.9y,no,no,no,cellular,jul,wed,105,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
26,services,single,high.school,no,no,yes,cellular,jul,tue,125,12,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
46,admin.,single,university.degree,unknown,yes,no,cellular,jul,thu,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
41,management,married,university.degree,no,no,no,cellular,jul,wed,174,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
35,technician,married,professional.course,no,unknown,unknown,cellular,jul,thu,12,12,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
25,blue-collar,single,basic.6y,no,no,no,cellular,jul,wed,123,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39,admin.,married,high.school,no,no,no,cellular,jul,fri,184,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
47,retired,single,basic.6y,unknown,yes,no,cellular,jul,mon,145,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
54,management,married,university.degree,no,no,no,cellular,jul,mon,798,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
41,admin.,married,high.school,no,no,no,cellular,jul,thu,61,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
42,admin.,married,high.school,no,no,no,cellular,jul,mon,110,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
34,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,359,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
53,technician,married,professional.course,unknown,no,yes,cellular,jul,fri,118,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
48,unknown,married,basic.6y,no,no,no,cellular,jul,wed,884,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
33,technician,single,university.degree,no,yes,no,telephone,aug,wed,827,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
58,management,married,basic.9y,no,no,no,cellular,jul,wed,109,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
32,admin.,married,university.degree,no,no,no,cellular,aug,mon,270,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
48,technician,divorced,professional.course,no,yes,no,cellular,aug,wed,78,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
55,entrepreneur,divorced,unknown,no,no,no,cellular,jul,tue,67,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
55,technician,married,professional.course,no,no,no,telephone,jul,mon,155,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
30,admin.,married,university.degree,no,no,no,cellular,aug,mon,243,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
57,admin.,married,university.degree,unknown,no,no,cellular,jul,wed,35,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
28,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,221,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
37,admin.,single,high.school,no,yes,no,telephone,jul,tue,77,34,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
50,services,single,high.school,no,no,no,cellular,jul,wed,129,9,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46,technician,divorced,university.degree,unknown,no,no,cellular,jul,fri,65,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
53,technician,married,unknown,no,yes,no,cellular,jul,thu,38,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
37,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,623,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
35,technician,single,high.school,no,yes,no,cellular,jul,thu,149,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
31,services,single,high.school,unknown,yes,no,cellular,jul,wed,166,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
34,admin.,single,university.degree,no,yes,no,cellular,aug,mon,667,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
27,services,married,high.school,no,no,no,cellular,jul,wed,151,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
41,unknown,married,unknown,no,yes,yes,cellular,aug,mon,653,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
22,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,106,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
32,admin.,single,university.degree,unknown,no,no,cellular,aug,wed,174,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
48,blue-collar,married,unknown,no,no,no,cellular,jul,thu,730,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
42,self-employed,married,university.degree,unknown,yes,no,cellular,aug,tue,91,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
48,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,84,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
32,unknown,single,professional.course,no,no,no,cellular,jul,thu,2029,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
31,admin.,married,university.degree,no,yes,no,cellular,aug,wed,547,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
31,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,wed,145,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
27,admin.,married,high.school,no,yes,no,cellular,jul,thu,141,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
43,management,married,unknown,no,yes,yes,cellular,jul,wed,595,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
40,management,married,university.degree,no,no,yes,cellular,aug,tue,454,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
31,blue-collar,married,basic.6y,no,yes,no,cellular,jul,fri,119,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
45,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,92,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
36,admin.,single,high.school,no,no,no,cellular,jul,tue,80,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
29,technician,single,professional.course,no,yes,yes,cellular,aug,wed,106,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
47,services,married,high.school,no,yes,no,cellular,aug,fri,207,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
33,self-employed,married,basic.9y,unknown,no,no,cellular,aug,fri,116,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
50,unemployed,married,professional.course,unknown,yes,yes,cellular,jul,thu,225,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
51,technician,married,professional.course,no,yes,no,cellular,aug,thu,291,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
40,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,86,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
33,technician,divorced,professional.course,no,no,no,cellular,aug,mon,686,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
24,admin.,single,high.school,no,yes,no,telephone,jul,mon,722,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
27,admin.,single,university.degree,unknown,yes,no,cellular,jul,tue,282,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
28,admin.,married,university.degree,no,yes,no,cellular,jul,fri,112,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
51,admin.,divorced,university.degree,no,no,no,telephone,jul,mon,359,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
36,admin.,divorced,university.degree,unknown,yes,yes,cellular,jul,wed,103,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
43,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,tue,393,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
34,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,thu,562,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
25,services,single,high.school,unknown,yes,yes,cellular,jul,wed,843,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39,management,married,high.school,no,no,yes,cellular,jul,thu,245,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
33,services,married,high.school,no,no,no,cellular,jul,mon,1342,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
35,technician,single,professional.course,no,yes,no,cellular,aug,wed,152,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
24,blue-collar,single,basic.6y,no,no,no,cellular,jul,tue,115,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
37,technician,married,high.school,no,yes,no,cellular,jul,wed,130,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
29,technician,single,university.degree,no,yes,yes,cellular,aug,wed,44,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
34,technician,single,university.degree,no,yes,no,cellular,aug,thu,115,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
60,retired,divorced,high.school,unknown,yes,yes,cellular,jul,tue,102,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
48,admin.,married,basic.9y,no,yes,no,cellular,aug,tue,92,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
43,admin.,single,university.degree,no,yes,no,cellular,jul,mon,73,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
53,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,124,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
34,blue-collar,single,professional.course,no,no,yes,cellular,jul,mon,123,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50,admin.,divorced,basic.9y,no,no,no,cellular,jul,mon,47,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
29,services,single,basic.6y,no,yes,no,cellular,jul,wed,476,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
38,technician,single,unknown,no,yes,no,cellular,jul,fri,172,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
35,services,divorced,university.degree,no,yes,no,cellular,jul,tue,722,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
32,admin.,single,university.degree,no,no,no,cellular,jul,fri,306,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
58,unemployed,divorced,high.school,unknown,no,no,cellular,jul,fri,195,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
25,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,201,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
